item_id	title	year	latitude	longitude	author
60330701	Exercitationes academicae in philosophiam primam et naturalem, in quibus philosophia Renati Des-Cartes . . explicatur	1709	53.185465	5.541229	Lotze, Hermann
60330712	Breviarium logicae sacrae ..	1709	54.088698	12.140493	Fitzgerald, F. Scott
60330703	La manière de bien penser	1709	52.374027	4.889688	Heineccius, Johannes Gottlieb
60330705	Dialectica aristotelico-rationalis	1709	45.581381	9.941362	Mill, John Stuart
60330709	Dialectica aristotelico-rationalis	1709	45.581381	9.941362	Whewell, William
60330714	Nucleus dialectiae	1709	45.581381	9.941362	Crousaz, Jean Pierre de
60330706	Phosphorus philosophicus;.	1709	50.115520	8.684167	Trendelenburg, Friedrich Adolf
60330707	Delineatio philosophiae rationalis eclecticae ..	1709	50.928782	11.589901	Whewell, William
60330711	Isagogicus modus solvendi .. argumentorum obiectorum nodos	1709	53.575323	10.015340	Cousin, Victor
60330702	La logique ou l'art de penser	1709	48.853410	2.348800	Croce, Benedetto
60330704	Elementa philosophiae instrumentalis	1709	51.500000	12.000000	Bacon, Francis
60330713	De sensu veri et falsi libri IV	1709	51.500000	12.000000	Natorp, Paul
60330717	---	1710	51.339620	12.371292	d'Argens, Jean Baptiste
60330719	Pharus intellectus sive logica electiva	1710	51.339620	12.371292	Herbart, Johann Friedrich
60330724	An Essay concerning humane understanding	1710	51.508529	-0.125742	Larsson, Hans
60330720	Clypeus philosophiae thomisticae	1710	45.438611	12.326667	Whewell, William
60330718	Isagoge in Organon Aristotelis	1710	51.812222	12.805278	Jevons, William Stanley
60330726	Philosophia scoto-aristotelica universa. Tomus primus logicam et physicam complectens	1710	49.454205	11.077523	Duncan, William
60330716	Opera philosophica	1710	52.374027	4.889688	Russell, Bertrand
60330722	Van den oorspronk der vooroordelen	1710	52.374027	4.889688	Jacquier, Franciscus
60330721	Methodus disputandi hodierna	1710	52.227905	11.009846	Whately, Richard
60330723	Initia polyhistoris logici sive historiae logicae	1710	52.227905	11.009846	Clarke, Richard Frederick
60330727	Compendium philosophiae	1710	52.227905	11.009846	Afzelius, Frederik Georg
60330715	Philosophia tripartita	1710	45.581381	9.941362	Zigliara, Thomas Maria
60330730	Dialectica thomistica-laurentiana	1710	45.581381	9.941362	Liard, Louis
60330729	Einleitung zu der Hof-Philosophie	1710	50.115520	8.684167	Facciolatus, Jacobus
60330725	Kurtze Fragen aus der Logica sacra	1710	51.155178	14.988527	's-Gravesande, Willem Jacob
60330728	Ausübung der Vernunfft-Lehre	1710	51.500000	12.000000	Hegel, Georg Wilhelm Friedrich
60330732	De modo solvendi sophismata	1711	51.339620	12.371292	Jacques, Amédée
60330746	Doctrina logica	1711	51.339620	12.371292	Leibniz, Gottfried Wilhelm
60330731	Syntagma theologico-physico-metaphysicum, complectens ..  Paraphrasin in Principia philosophiae Renati Des-Cartes	1711	53.185465	5.541229	Destutt de Tracy, Antoine Louis
60330745	Dialectica seu logica minor	1711	41.894738	12.483902	Elsenhans, Theodor
60330739	Institutiones philosophiae secundum principia .. R. Descartes	1711	49.454205	11.077523	Liard, Louis
60330733	Cursus philosophicus	1711	45.581381	9.941362	Beattie, James
60330737	Manuductio ad logicam	1711	45.581381	9.941362	Beck, Joseph
60330738	Definitiones, divisiones ac regulae ex logica . .	1711	45.581381	9.941362	Ubaghs, Gerardus Casimir
60330735	Theses logicales cum institutionibus dialecticis	1711	49.898726	10.900669	's-Gravesande, Willem Jacob
60330734	Logica contracta	1711	51.221723	6.776161	Whewell, William
60330740	Rectae ratiocinationis elementa	1711	50.681354	8.303690	Rey y Heredia, José Maria
60330741	Institutiones philosophiae	1711	45.748457	4.846711	Natorp, Paul
60330744	Praecepta logicae	1711	50.840478	10.951980	Nielsen, Rasmus
60330736	Philosophus in utramque partem	1711	48.853410	2.348800	Borelius, Johan Jakob
60330742	Exercitationes scholasticae in varias partes philosophiae	1711	48.853410	2.348800	Höfler, Alois
60330743	Einleitung zur Vernunfft-Lehre	1711	51.500000	12.000000	Zigliara, Thomas Maria
60330760	Logica maior	1712	41.894738	12.483902	Locke, John
60330750	Systeme de reflexions .. ou nouvel essai de logique	1712	52.374027	4.889688	Valla, Josephus
60330751	Logica contracta Claubergiana	1712	52.374027	4.889688	Natorp, Paul
60330759	Einleitung zu der Hof-Philosophie	1712	52.524368	13.410530	Galluppi, Pasquale
60330748	Tabulae de philosophia in genere ..	1712	50.115520	8.684167	Storchenau, Sigmund von
60330753	Pharus intellectus sive logica electiva	1712	51.180350	14.434941	Janet, Paul Alexandre
60330754	Gründliche Anweisung zur Logica vor Adeliche	1712	51.180350	14.434941	Rey y Heredia, José Maria
60330747	La logique ou l'art de penser	1712	45.748457	4.846711	Cousin, Victor
60330752	Exercitatio philosophica brevem totius logicae  ideam complectens	1712	46.202216	6.145692	Reid, Thomas
60330755	Nucleus logicae Weisianae ..	1712	50.583333	8.650000	Bain, Alexander
60330756	Nucleus logicae Weisianae .. variis additamentis novis . . auctus ..	1712	50.583333	8.650000	Facciolatus, Jacobus
60330758	Ein paar Haupt-Fehler der alten Logic ..	1712	52.164421	10.540946	Valla, Josephus
60330757	De la Recherche de la Vérité	1712	48.853410	2.348800	Volkmer, Franz
60330749	Elementa philosophiae instrumentalis	1712	51.500000	12.000000	Jacques, Amédée
60330763	Voyage du monde de Descartes	1713	52.374027	4.889688	Fowler, Thomas
60330765	Incrementum polyhistoris logici ..	1713	52.227905	11.009846	Croce, Benedetto
60330761	Ars coniectandi	1713	47.558395	7.573271	Höfler, Alois
60330766	Philosophia radicalis eclectica	1713	51.219895	4.403458	Balmes, Jaime
60330762	Elementa philosophiae instrumentalis	1713	51.500000	12.000000	Whewell, William
60330764	Via ad veritatem	1713	51.500000	12.000000	Borelius, Johan Jakob
60330767	Vernünfftige Gedancken von den Kräfften des menschlichen  Verstandes	1713	51.500000	12.000000	Russell, Bertrand
60330777	Pharus intellectus sive logica electiva	1714	51.339620	12.371292	Snell, Friedrich Wilhelm Daniel
60330783	Curieuse Fragen über die Logica	1714	51.339620	12.371292	Zigliara, Thomas Maria
60330768	Introductio in philosophiam	1714	54.088698	12.140493	Cousin, Victor
60330774	Manuductio ad logicam	1714	49.984188	8.279096	Höfler, Alois
60330775	Definitiones, divisiones ac regulae ex logica . .	1714	49.984188	8.279096	Afzelius, Frederik Georg
60330781	Institutiones logicae sacrae latino-germanicae	1714	50.115520	8.684167	Condillac, Étienne Bonnot de
60330779	Exercitationes scholasticae in varias partes philosophiae	1714	45.748457	4.846711	Struve, Henryk
60330778	Inventum novum quadrati logici universalis ..	1714	50.583333	8.650000	Whewell, William
60330782	Nucleuslogicae	1714	50.583333	8.650000	Afzelius, Frederik Georg
60330772	Cursus philosophicus Conimbricensis	1714	38.716667	-9.133333	Bosanquet, Bernard
60330776	Ars rationis seu elementa logica	1714	51.788426	11.150056	Malebranche, Nicolas,
60330780	Philosophia secundum mentem divi Thomae Aquinatis	1714	46.880422	8.644409	Valla, Josephus
60330769	La logique ou l'art de penser	1714	48.853410	2.348800	Heineccius, Johannes Gottlieb
60330771	Les principes du raisonnement exposés en deux logiques ..	1714	48.853410	2.348800	Clarke, Richard Frederick
60330773	Philosophus in utramque partem	1714	48.853410	2.348800	Baldinotti, Caesar
60330770	Elementa philosophiae instrumentalis	1714	51.500000	12.000000	Elsenhans, Theodor
60330790	Medicina mentis	1715	51.508529	-0.125742	Baldinotti, Caesar
60330791	Summulae sive dialectica regulata	1715	47.799406	13.043990	Pourchot, Edmond
60330792	Dialectica controversa	1715	47.799406	13.043990	Bain, Alexander
60330788	De methodo demonstrandi mathematica ad res  theologicas non applicanda	1715	51.812222	12.805278	Sigwart, Christoph
60330784	Elementa philosophiae instrumentalis	1715	49.454205	11.077523	Condillac, Étienne Bonnot de
60330787	Medicina intellectus sive logica e . Buddei Logica  .. redacta	1715	49.454205	11.077523	Janet, Paul Alexandre
60330793	Institutio logicae"	1715	51.752221	-1.255960	Baldinotti, Caesar
60330789	Cogitationes posteriores de veritatis cognoscendae principio	1715	50.928782	11.589901	Pourchot, Edmond
60330794	Ars cogitandi erotematica	1715	47.558395	7.573271	Bain, Alexander
60330785	Philosophus in utramque partem	1715	48.853410	2.348800	Bolzano, Bernard
60330786	Réfutation d'un nouveau systeme de métaphysique propose  par le P. M. (= Malebranche)	1715	48.853410	2.348800	Krug, Wilhelm Traugott
60330798	Pharus intellectus	1716	51.339620	12.371292	Read, Carveth
60330799	De obligatione probandi	1716	51.339620	12.371292	Afzelius, Frederik Georg
60330800	An Essay concerning humane understanding	1716	51.508529	-0.125742	Crousaz, Jean Pierre de
60330803	Philosophiae quadripartitae tractatus	1716	47.799406	13.043990	Hume, David
60330805	De animi capacitate, quae ad studium logicum requiritur	1716	51.812222	12.805278	Clarke, Richard Frederick
60330796	Institutionum logicarum libri duo	1716	52.524368	13.410530	Whately, Richard
60330807	Methodus recte cogitandi	1716	48.366667	10.883333	Locke, John
60330795	Enchiridium logicae iuridicae	1716	50.928782	11.589901	Clarke, Richard Frederick
60330806	Synospis philosophiae rationalis	1716	50.928782	11.589901	Krug, Wilhelm Traugott
60330802	Institutiones philosophicae	1716	45.748457	4.846711	Janet, Paul Alexandre
60330797	Disputationes inuniversam Aristotelis logicam	1716	40.968817	-5.663881	Liard, Louis
60330801	Vera sciendi methodus	1716	48.853410	2.348800	Anon
60330804	Fundamenta philosophiae (ed. 3.)	1716	51.500000	12.000000	Cousin, Victor
60330808	Logic, or the art of thinking	1717	51.508529	-0.125742	Read, Carveth
60330818	Programma de methodo mathematica singulis  disciplinis philosophicis accomodanda	1717	52.227905	11.009846	Bain, Alexander
60330810	Ars philosophice loquendi sive logica vocalis	1717	50.115520	8.684167	Genuensis, Antonius
60330816	De origine idearum in mente humana	1717	54.706493	20.510951	Anon
60330809	Methodus recte cogitandi	1717	48.366667	10.883333	Baumeister, Fridericus Christianus
60330814	Delineatio philosophiae rationalis	1717	50.928782	11.589901	González y Díaz Tunón, Zeferino
60330817	Institutiones philosophiae rationalis eclecticae	1717	50.928782	11.589901	Beattie, James
60330812	Quantum reformatio Lutheri profuerit logicae	1717	53.575323	10.015340	Herbart, Johann Friedrich
60330813	Dissertatio de Adami logica metaphysica .	1717	46.880422	8.644409	Baumeister, Fridericus Christianus
60330815	Promptuarium philosophicum	1717	48.765081	11.423725	Anon
60330811	Elementa philosophiae instrumentalis	1717	51.500000	12.000000	Laplace, Pierre Simon
60330828	Philosophiae ad mentem Scoti cursus integer	1718	45.438611	12.326667	Lotze, Hermann
60330819	La logique ou l'art de penser	1718	52.374027	4.889688	Rumpel, Theodor
60330824	Logica in quatuor partes distributa	1718	51.752221	-1.255960	González y Díaz Tunón, Zeferino
60330825	Praerequisita et theoremata in primam philosophiae partem  sive logicam	1718	49.984188	8.279096	Facciolatus, Jacobus
60330823	Manductio ad logicam	1718	45.581381	9.941362	Bain, Alexander
60330827	Cursus philosophicus	1718	45.581381	9.941362	Read, Carveth
60330822	Summa philosophiae scholasticae et scotisticae	1718	45.415194	11.881808	Ubaghs, Gerardus Casimir
60330820	Tentamen introductionis in historiam doctrinae logicae de  ideis	1718	50.928782	11.589901	Croce, Benedetto
60330829	Institutiones philosophiae rationalis	1718	50.928782	11.589901	Liard, Louis
60330821	Philosophia novo-antiqua	1718	45.464269	9.189506	Minto, William
60330826	Medicina mentis	1718	51.500000	12.000000	Nielsen, Rasmus
60330841	Doctrina logica	1719	51.339620	12.371292	Facciolatus, Jacobus
60330831	Philosophia Scoti .. vindicata	1719	45.438611	12.326667	Beattie, James
60330838	Universa philosophia aristotelico-thomistica	1719	45.438611	12.326667	Jevons, William Stanley
60330830	Apologia pro vera et samore philosophia	1719	53.185465	5.541229	Höfler, Alois
60330834	Cartesius verus Spinozismi architectus	1719	53.185465	5.541229	Hume, David
60330836	Mundus philosophicus	1719	50.088043	14.420757	Feder, Johann Georg Heinrich
60330833	Logica in facilitatem ordinemque restituta	1719	50.948235	10.701928	Zigliara, Thomas Maria
60330837	Systema logicum .. ad usum Gymnasii Gothani ..	1719	50.948235	10.701928	Schulze, Gottlob Ernst
60330835	Lineamenta logïcae sive philosophiae rationalis	1719	51.514942	7.465997	Snell, Friedrich Wilhelm Daniel
60330832	Elementa philosophiae instrumentalis	1719	51.500000	12.000000	Facciolatus, Jacobus
60330839	Einleitung zu der Vernunfft-Lehre	1719	51.500000	12.000000	Nielsen, Rasmus
60330840	Ausübung der Vernunfft-Lehre	1719	51.500000	12.000000	Rey y Heredia, José Maria
60330842	Vernünfftige Gedancken von den Kräfften des menschlichen  Verstandes	1719	51.500000	12.000000	Afzelius, Frederik Georg
60330851	De ratiocinatione philosophica et mathematica	1720	51.339620	12.371292	Janet, Paul Alexandre
60330847	Abrege de L'Essay de Mr. Locke sur L'Entendement Humain. Traduit  . . par Monsieur Bosset	1720	51.508529	-0.125742	Beck, Joseph
60330850	De praecipuis logicae ac metaphysicae naevis	1720	54.088698	12.140493	d'Argens, Jean Baptiste
60330843	La logique ou systeme de reflexions	1720	52.374027	4.889688	Pourchot, Edmond
60330846	Praerequisita et theoremata in universam Aristotelis philosophiam	1720	49.984188	8.279096	Dittes, Friedrich
60330845	Compendium logicae peripateticae minus	1720	50.583333	8.650000	Buddeus, Johann Franz
60330848	Pharus dialectica sive logicae universae brevis elucidatio	1720	38.566667	-7.900000	Genuensis, Antonius
60330849	Introductio in universam Aristotelis philosophiam, seu  dialectica	1720	50.682646	21.748981	Pourchot, Edmond
60330852	Nucleus logicae	1720	50.259366	10.963843	Külpe, Oswald
60330844	Voyage du monde de Descartes	1720	48.853410	2.348800	Janet, Paul Alexandre
60330864	Historia logicae	1721	51.339620	12.371292	Anon
60330860	Coelum philosophicum	1721	50.088043	14.420757	Whewell, William
60330857	Opera omnia	1721	49.984188	8.279096	Reid, Thomas
60330855	Gründliche Anweisung zur Logica vor Adeliche ..	1721	51.180350	14.434941	Storchenau, Sigmund von
60330853	Logica contracta	1721	52.090833	5.122222	Valla, Josephus
60330856	Elementa philosophiae rationalis	1721	48.522659	9.052219	Abercrombie, John
60330859	Spinozismus detectus oder vernünfftige Gedancken  von dem wahren Unterschied der philosophischen und mathematischen Methode . .	1721	50.980301	11.329030	Joly, Henri
60330861	Historia logicae Arabum	1721	59.858502	17.645427	Rey y Heredia, José Maria
60330863	Compendium philosophicum praecipuas philosophiae  partes complectens	1721	39.469752	-0.377387	Rey y Heredia, José Maria
60330854	Les Principes de la Philosophie	1721	48.853410	2.348800	Struve, Henryk
60330858	De la Recherche de la Vérité	1721	48.853410	2.348800	Whewell, William
60330862	Disputation von der Arth zu urtheilen in der Philosophie  und Mathematic . .	1721	51.500000	12.000000	Whewell, William
60330875	De sensu veri et falsi libri IV	1722	51.339620	12.371292	Zigliara, Thomas Maria
60330869	Opera philosophica	1722	52.374027	4.889688	Volkmer, Franz
60330871	Manuductio ad logicam	1722	49.984188	8.279096	d'Argens, Jean Baptiste
60330872	Definitiones, divisiones ac regulae ex logica . .	1722	49.984188	8.279096	Bain, Alexander
60330873	Promptuarium philosophicum	1722	48.765081	11.423725	Rumpel, Theodor
60330866	De triplici rerum cognitione ..	1722	48.522659	9.052219	Jevons, William Stanley
60330870	Principia philosophiae autore G. G. Leibnitio ..  ventilata ..	1722	48.522659	9.052219	González y Díaz Tunón, Zeferino
60330865	Philosophia rationalis nov -antiqua	1722	47.726739	10.313888	Galluppi, Pasquale
60330868	Breviuscula introductio ad logicam	1722	55.952060	-3.196481	Reid, Thomas
60330874	Palaestra scholastica	1722	40.416502	-3.702564	Bolzano, Bernard
60330867	Elementa philosophiae instrumentalis	1722	51.500000	12.000000	Laplace, Pierre Simon
60330876	Vernünfftige Gedancken von den Kräfften des menschlichen  Verstandes	1722	51.500000	12.000000	Malebranche, Nicolas,
60330879	Philosophia peripatetica	1723	45.438611	12.326667	Natorp, Paul
60330877	Nova philosophiae, planetarum et artis criticae systemata ..	1723	49.454205	11.077523	Külpe, Oswald
60330885	Essai philosophique concernant l'entendement humain	1723	52.374027	4.889688	Bénard, Charles Magloire
60330886	Cartesius verus Spinozismi architectus	1723	52.374027	4.889688	Borelius, Johan Jakob
60330887	Philosophia ad mentem . . T'homae Aquinatis	1723	45.581381	9.941362	Bénard, Charles Magloire
60330880	Historia philosophica doctrinae de ideis	1723	48.366667	10.883333	's-Gravesande, Willem Jacob
60330884	Neueste und nützlichste Art die Vernunft-Lehre .. zu  erlernen ..	1723	50.928782	11.589901	Jevons, William Stanley
60330889	De methodo mathematica extra mathesin  applicanda	1723	50.928782	11.589901	Dittes, Friedrich
60330881	Philosophia ad morem gymnasiorum	1723	45.748457	4.846711	Snell, Friedrich Wilhelm Daniel
60330888	De principio rationis sufficientis	1723	48.522659	9.052219	Buddeus, Johann Franz
